Gemeindekennziffer_lang;Gemeindekennziffer_kurz;Bundesland_Code;Kreis_Code;Gemeinde_Name
082260180;2260180;08;226;Eppelheim, Stadt
082260205;2260205;08;226;Eschelbronn
082260225;2260225;08;226;Gaiberg
082260275;2260275;08;226;Heddesbach
082260280;2260280;08;226;Heddesheim
082260295;2260295;08;226;Heiligkreuzsteinach
082260315;2260315;08;226;Hemsbach, Stadt
082260325;2260325;08;226;Hockenheim, Stadt
082260360;2260360;08;226;Ilvesheim
082260370;2260370;08;226;Ketsch
082260380;2260380;08;226;Ladenburg, Stadt
082260405;2260405;08;226;Laudenbach
082260410;2260410;08;226;Leimen, Stadt
082260465;2260465;08;226;Malsch
082260485;2260485;08;226;Mauer
082260495;2260495;08;226;Meckesheim
082260545;2260545;08;226;Mühlhausen
082260555;2260555;08;226;Neckarbischofsheim, Stadt
082260565;2260565;08;226;Neckargemünd, Stadt
082260585;2260585;08;226;Neidenstein
082260595;2260595;08;226;Neulußheim
082260600;2260600;08;226;Nußloch
082260620;2260620;08;226;Oftersheim
082260630;2260630;08;226;Plankstadt
082260655;2260655;08;226;Rauenberg, Stadt
082260665;2260665;08;226;Reichartshausen
082260685;2260685;08;226;Reilingen
082260760;2260760;08;226;Sandhausen
082260805;2260805;08;226;Schönau, Stadt
082260815;2260815;08;226;Schönbrunn
082260820;2260820;08;226;Schriesheim, Stadt
082260840;2260840;08;226;Schwetzingen, Stadt
082260855;2260855;08;226;Sinsheim, Stadt
082260865;2260865;08;226;Spechbach
082260915;2260915;08;226;Waibstadt, Stadt
082260950;2260950;08;226;Walldorf, Stadt
082260960;2260960;08;226;Weinheim, Stadt
082260975;2260975;08;226;Wiesenbach
082260985;2260985;08;226;Wiesloch, Stadt
082260995;2260995;08;226;Wilhelmsfeld
082261015;2261015;08;226;Zuzenhausen
082261025;2261025;08;226;Angelbachtal
082261030;2261030;08;226;St. Leon-Rot
082261045;2261045;08;226;Lobbach
082261050;2261050;08;226;Edingen-Neckarhausen
082261065;2261065;08;226;Helmstadt-Bargen
082261070;2261070;08;226;Hirschberg an der Bergstraße
082310000;2310000;08;231;Pforzheim, Stadt
082350065;2350065;08;235;Altensteig, Stadt
082350075;2350075;08;235;Althengstett
082350085;2350085;08;235;Bad Liebenzell, Stadt
082350185;2350185;08;235;Dobel
082350205;2350205;08;235;Ebhausen
082350225;2350225;08;235;Egenhausen
082350255;2350255;08;235;Enzklösterle
082350295;2350295;08;235;Gechingen
082350325;2350325;08;235;Haiterbach, Stadt
082350335;2350335;08;235;Bad Herrenalb, Stadt
082350355;2350355;08;235;Höfen an der Enz
082350465;2350465;08;235;Nagold, Stadt
082350475;2350475;08;235;Neubulach, Stadt
082350505;2350505;08;235;Neuweiler
082350555;2350555;08;235;Oberreichenbach
082350575;2350575;08;235;Ostelsheim
082350605;2350605;08;235;Rohrdorf
082350650;2350650;08;235;Schömberg
082350665;2350665;08;235;Simmersfeld
082350675;2350675;08;235;Simmozheim
082350735;2350735;08;235;Unterreichenbach
082350795;2350795;08;235;Bad Wildbad, Stadt
082350800;2350800;08;235;Wildberg, Stadt
082350845;2350845;08;235;Bad Teinach-Zavelstein, Stadt
082350855;2350855;08;235;Calw, Stadt
082360040;2360040;08;236;Birkenfeld
082360115;2360115;08;236;Eisingen
082360135;2360135;08;236;Engelsbrand
082360195;2360195;08;236;Friolzheim
082360255;2360255;08;236;Heimsheim, Stadt
082360280;2360280;08;236;Illingen
082360300;2360300;08;236;Ispringen
082360315;2360315;08;236;Kieselbronn
082360330;2360330;08;236;Knittlingen, Stadt
082360385;2360385;08;236;Maulbronn, Stadt
082360395;2360395;08;236;Mönsheim
082360405;2360405;08;236;Mühlacker, Stadt
082360435;2360435;08;236;Neuenbürg, Stadt
082360445;2360445;08;236;Neuhausen
082360460;2360460;08;236;Niefern-Öschelbronn
082360505;2360505;08;236;Ötisheim
082360615;2360615;08;236;Sternenfels
082360625;2360625;08;236;Tiefenbronn
082360655;2360655;08;236;Wiernsheim
082360675;2360675;08;236;Wimsheim
082360685;2360685;08;236;Wurmberg
082360700;2360700;08;236;Keltern
082360710;2360710;08;236;Remchingen
082360720;2360720;08;236;Straubenhardt
082360735;2360735;08;236;Neulingen
082360745;2360745;08;236;Kämpfelbach
082360755;2360755;08;236;Ölbronn-Dürrn
082360765;2360765;08;236;Königsbach-Stein
082370020;2370020;08;237;Alpirsbach, Stadt
082370040;2370040;08;237;Baiersbronn
082370195;2370195;08;237;Dornstetten, Stadt
082370245;2370245;08;237;Empfingen
082370275;2370275;08;237;Eutingen im Gäu
082370285;2370285;08;237;Freudenstadt, Stadt
082370305;2370305;08;237;Glatten
082370325;2370325;08;237;Grömbach
082370405;2370405;08;237;Horb am Neckar, Stadt
082370450;2370450;08;237;Loßburg
082370545;2370545;08;237;Pfalzgrafenweiler
082370615;2370615;08;237;Schopfloch
082370725;2370725;08;237;Wörnersberg
082370735;2370735;08;237;Seewald
082370745;2370745;08;237;Waldachtal
082370755;2370755;08;237;Bad Rippoldsau-Schapbach
083110000;3110000;08;311;Freiburg im Breisgau, Stadt
083150035;3150035;08;315;Au
083150045;3150045;08;315;Auggen
083150065;3150065;08;315;Bad Krozingen, Stadt
083150075;3150075;08;315;Badenweiler
083150085;3150085;08;315;Ballrechten-Dottingen
083150135;3150135;08;315;Bötzingen
083150145;3150145;08;315;Bollschweil
083150155;3150155;08;315;Breisach am Rhein, Stadt
083150165;3150165;08;315;Breitnau
083150205;3150205;08;315;Buchenbach
083150225;3150225;08;315;Buggingen
083150285;3150285;08;315;Ebringen
083150305;3150305;08;315;Eichstetten am Kaiserstuhl
083150315;3150315;08;315;Eisenbach (Hochschwarzwald)
083150335;3150335;08;315;Eschbach
083150375;3150375;08;315;Feldberg (Schwarzwald)
083150395;3150395;08;315;Friedenweiler
083150415;3150415;08;315;Glottertal
083150435;3150435;08;315;Gottenheim
083150475;3150475;08;315;Gundelfingen
083150485;3150485;08;315;Hartheim am Rhein
083150505;3150505;08;315;Heitersheim, Stadt
083150515;3150515;08;315;Heuweiler
083150525;3150525;08;315;Hinterzarten
083150565;3150565;08;315;Horben
083150595;3150595;08;315;Ihringen
083150645;3150645;08;315;Kirchzarten
083150680;3150680;08;315;Lenzkirch
083150705;3150705;08;315;Löffingen, Stadt
083150725;3150725;08;315;Merdingen
083150735;3150735;08;315;Merzhausen
083150745;3150745;08;315;Müllheim im Markgräflerland, Stadt
083150760;3150760;08;315;Neuenburg am Rhein, Stadt
083150845;3150845;08;315;Oberried
083150895;3150895;08;315;Pfaffenweiler
083150945;3150945;08;315;St. Märgen
083150955;3150955;08;315;St. Peter
083150985;3150985;08;315;Schallstadt
083151025;3151025;08;315;Schluchsee
083151075;3151075;08;315;Sölden
083151085;3151085;08;315;Staufen im Breisgau, Stadt
083151095;3151095;08;315;Stegen
083151115;3151115;08;315;Sulzburg, Stadt
083151135;3151135;08;315;Titisee-Neustadt, Stadt
083151155;3151155;08;315;Umkirch
083151255;3151255;08;315;Wittnau
083151305;3151305;08;315;Münstertal/Schwarzwald
083151315;3151315;08;315;Ehrenkirchen
083151325;3151325;08;315;March
083151330;3151330;08;315;Vogtsburg im Kaiserstuhl, Stadt
083160025;3160025;08;316;Bahlingen am Kaiserstuhl
083160035;3160035;08;316;Biederbach
083160095;3160095;08;316;Denzlingen
083160105;3160105;08;316;Elzach, Stadt
083160115;3160115;08;316;Emmendingen, Stadt
083160125;3160125;08;316;Endingen am Kaiserstuhl, Stadt
083160135;3160135;08;316;Forchheim
083160145;3160145;08;316;Gutach im Breisgau
083160175;3160175;08;316;Herbolzheim, Stadt
083160205;3160205;08;316;Kenzingen, Stadt
083160245;3160245;08;316;Malterdingen
083160365;3160365;08;316;Reute
083160375;3160375;08;316;Riegel am Kaiserstuhl
083160385;3160385;08;316;Sasbach am Kaiserstuhl
083160395;3160395;08;316;Sexau
083160425;3160425;08;316;Simonswald
083160435;3160435;08;316;Teningen
083160455;3160455;08;316;Vörstetten
083160495;3160495;08;316;Weisweil
083160515;3160515;08;316;Wyhl am Kaiserstuhl
083160535;3160535;08;316;Rheinhausen im Breisgau
083160545;3160545;08;316;Freiamt
083160555;3160555;08;316;Winden im Elztal
083160565;3160565;08;316;Waldkirch, Stadt
083170015;3170015;08;317;Achern, Stadt
083170050;3170050;08;317;Appenweier
083170085;3170085;08;317;Bad Peterstal-Griesbach
083170095;3170095;08;317;Berghaupten
083170115;3170115;08;317;Biberach
083170215;3170215;08;317;Durbach
083170265;3170265;08;317;Ettenheim, Stadt
083170295;3170295;08;317;Fischerbach
083170310;3170310;08;317;Friesenheim
083170345;3170345;08;317;Gengenbach, Stadt
083170395;3170395;08;317;Gutach (Schwarzwaldbahn)
083170405;3170405;08;317;Haslach im Kinzigtal, Stadt
083170415;3170415;08;317;Hausach, Stadt
083170465;3170465;08;317;Hofstetten
083170475;3170475;08;317;Hohberg
083170510;3170510;08;317;Hornberg, Stadt
083170565;3170565;08;317;Kappelrodeck
083170570;3170570;08;317;Kehl, Stadt
083170595;3170595;08;317;Kippenheim
083170655;3170655;08;317;Lahr/Schwarzwald, Stadt
083170675;3170675;08;317;Lautenbach
083170685;3170685;08;317;Lauf
083170735;3170735;08;317;Mahlberg, Stadt
083170755;3170755;08;317;Meißenheim
083170785;3170785;08;317;Mühlenbach
083170855;3170855;08;317;Nordrach
083170885;3170885;08;317;Oberharmersbach
083170895;3170895;08;317;Oberkirch, Stadt
083170935;3170935;08;317;Oberwolfach
083170965;3170965;08;317;Offenburg, Stadt
083170975;3170975;08;317;Ohlsbach
083170985;3170985;08;317;Oppenau, Stadt
083171005;3171005;08;317;Ortenberg
083171025;3171025;08;317;Ottenhöfen im Schwarzwald
083171105;3171105;08;317;Renchen, Stadt
083171135;3171135;08;317;Ringsheim
083171145;3171145;08;317;Rust
083171165;3171165;08;317;Sasbach
083171185;3171185;08;317;Sasbachwalden
083171215;3171215;08;317;Schuttertal
083171225;3171225;08;317;Schutterwald
083171265;3171265;08;317;Seebach
083171275;3171275;08;317;Seelbach
083171295;3171295;08;317;Steinach
083171410;3171410;08;317;Willstätt
083171455;3171455;08;317;Wolfach, Stadt
083171465;3171465;08;317;Zell am Harmersbach, Stadt
083171505;3171505;08;317;Schwanau
083171510;3171510;08;317;Neuried
083171525;3171525;08;317;Kappel-Grafenhausen
083171530;3171530;08;317;Rheinau, Stadt
083179719;3179719;08;317;Rheinau, gemeindefreies Gebiet
083250015;3250015;08;325;Aichhalden
083250095;3250095;08;325;Bösingen
083250115;3250115;08;325;Dietingen
083250120;3250120;08;325;Dornhan, Stadt
083250145;3250145;08;325;Dunningen
083250155;3250155;08;325;Epfendorf
083250245;3250245;08;325;Hardt
083250365;3250365;08;325;Lauterbach
083250455;3250455;08;325;Oberndorf am Neckar, Stadt
083250495;3250495;08;325;Rottweil, Stadt
083250505;3250505;08;325;Schenkenzell
083250515;3250515;08;325;Schiltach, Stadt
083250535;3250535;08;325;Schramberg, Stadt
083250575;3250575;08;325;Sulz am Neckar, Stadt
083250605;3250605;08;325;Villingendorf
083250615;3250615;08;325;Vöhringen
083250645;3250645;08;325;Wellendingen
083250695;3250695;08;325;Zimmern ob Rottweil
083250705;3250705;08;325;Fluorn-Winzeln
083250715;3250715;08;325;Eschbronn
083250725;3250725;08;325;Deißlingen
083260030;3260030;08;326;Bad Dürrheim, Stadt
083260050;3260050;08;326;Blumberg, Stadt
083260065;3260065;08;326;Bräunlingen, Stadt
083260105;3260105;08;326;Dauchingen
083260125;3260125;08;326;Donaueschingen, Stadt
083260175;3260175;08;326;Furtwangen im Schwarzwald, Stadt
083260205;3260205;08;326;Gütenbach
083260275;3260275;08;326;Hüfingen, Stadt
083260310;3260310;08;326;Königsfeld im Schwarzwald
083260375;3260375;08;326;Mönchweiler
083260415;3260415;08;326;Niedereschach
083260520;3260520;08;326;St. Georgen im Schwarzwald, Stadt
083260545;3260545;08;326;Schönwald im Schwarzwald
083260555;3260555;08;326;Schonach im Schwarzwald
083260605;3260605;08;326;Triberg im Schwarzwald, Stadt
083260615;3260615;08;326;Tuningen
083260655;3260655;08;326;Unterkirnach
083260680;3260680;08;326;Vöhrenbach, Stadt
083260745;3260745;08;326;Villingen-Schwenningen, Stadt
083260755;3260755;08;326;Brigachtal
083270025;3270025;08;327;Aldingen
083270045;3270045;08;327;Bärenthal
083270055;3270055;08;327;Balgheim
083270065;3270065;08;327;Böttingen
083270075;3270075;08;327;Bubsheim
083270085;3270085;08;327;Buchheim
083270095;3270095;08;327;Deilingen
083270105;3270105;08;327;Denkingen
083270115;3270115;08;327;Dürbheim
083270125;3270125;08;327;Durchhausen
083270135;3270135;08;327;Egesheim
083270165;3270165;08;327;Fridingen an der Donau, Stadt
083270175;3270175;08;327;Frittlingen
083270185;3270185;08;327;Geisingen, Stadt
083270195;3270195;08;327;Gosheim
083270205;3270205;08;327;Gunningen
083270235;3270235;08;327;Hausen ob Verena
083270255;3270255;08;327;Immendingen
083270275;3270275;08;327;Irndorf
083270295;3270295;08;327;Königsheim
083270305;3270305;08;327;Kolbingen
083270335;3270335;08;327;Mahlstetten
083270365;3270365;08;327;Mühlheim an der Donau, Stadt
083270385;3270385;08;327;Neuhausen ob Eck
083270405;3270405;08;327;Reichenbach am Heuberg
083270415;3270415;08;327;Renquishausen
083270465;3270465;08;327;Spaichingen, Stadt
083270485;3270485;08;327;Talheim
083270495;3270495;08;327;Trossingen, Stadt
083270505;3270505;08;327;Tuttlingen, Stadt
083270515;3270515;08;327;Wehingen
083270545;3270545;08;327;Wurmlingen
083270555;3270555;08;327;Seitingen-Oberflacht
083270565;3270565;08;327;Rietheim-Weilheim
083270575;3270575;08;327;Emmingen-Liptingen
083350015;3350015;08;335;Aach, Stadt
083350025;3350025;08;335;Allensbach
083350155;3350155;08;335;Büsingen am Hochrhein
083350215;3350215;08;335;Eigeltingen
083350225;3350225;08;335;Engen, Stadt
083350255;3350255;08;335;Gaienhofen
083350265;3350265;08;335;Gailingen am Hochrhein
083350285;3350285;08;335;Gottmadingen
083350350;3350350;08;335;Hilzingen
083350435;3350435;08;335;Konstanz, Universitätsstadt
083350555;3350555;08;335;Moos
083350575;3350575;08;335;Mühlingen
083350615;3350615;08;335;Öhningen
083350630;3350630;08;335;Radolfzell am Bodensee, Stadt
083350665;3350665;08;335;Reichenau
083350755;3350755;08;335;Singen (Hohentwiel), Stadt
083350775;3350775;08;335;Steißlingen
083350795;3350795;08;335;Stockach, Stadt
083350800;3350800;08;335;Tengen, Stadt
083350815;3350815;08;335;Volkertshausen
083350965;3350965;08;335;Hohenfels
083350975;3350975;08;335;Mühlhausen-Ehingen
083350985;3350985;08;335;Bodman-Ludwigshafen
083350995;3350995;08;335;Orsingen-Nenzingen
083351005;3351005;08;335;Rielasingen-Worblingen
083360045;3360045;08;336;Aitern
083360065;3360065;08;336;Bad Bellingen
083360085;3360085;08;336;Binzen
083360105;3360105;08;336;Böllen
083360140;3360140;08;336;Efringen-Kirchen
083360195;3360195;08;336;Eimeldingen
083360245;3360245;08;336;Fischingen
083360255;3360255;08;336;Fröhnd
083360345;3360345;08;336;Hasel
083360365;3360365;08;336;Hausen im Wiesental
083360435;3360435;08;336;Inzlingen
083360455;3360455;08;336;Kandern, Stadt
083360505;3360505;08;336;Lörrach, Stadt
083360575;3360575;08;336;Maulburg
083360695;3360695;08;336;Rheinfelden (Baden), Stadt
083360735;3360735;08;336;Rümmingen
083360755;3360755;08;336;Schallbach
083360785;3360785;08;336;Schliengen
083360795;3360795;08;336;Schönau im Schwarzwald, Stadt
083360805;3360805;08;336;Schönenberg
083360815;3360815;08;336;Schopfheim, Stadt
083360825;3360825;08;336;Schwörstadt
083360840;3360840;08;336;Steinen
083360870;3360870;08;336;Todtnau, Stadt
083360895;3360895;08;336;Tunau
083360905;3360905;08;336;Utzenfeld
083360910;3360910;08;336;Weil am Rhein, Stadt
083360945;3360945;08;336;Wembach
083360965;3360965;08;336;Wieden
083361005;3361005;08;336;Wittlingen
083361035;3361035;08;336;Zell im Wiesental, Stadt
083361045;3361045;08;336;Malsburg-Marzell
083361050;3361050;08;336;Grenzach-Wyhlen
083361065;3361065;08;336;Häg-Ehrsberg
083361070;3361070;08;336;Kleines Wiesental
083370020;3370020;08;337;Albbruck
083370135;3370135;08;337;Bernau im Schwarzwald
083370225;3370225;08;337;Bonndorf im Schwarzwald, Stadt
083370275;3370275;08;337;Dachsberg (Südschwarzwald)
083370305;3370305;08;337;Dettighofen
083370325;3370325;08;337;Dogern
083370380;3370380;08;337;Görwihl
083370395;3370395;08;337;Grafenhausen
083370455;3370455;08;337;Häusern
083370495;3370495;08;337;Herrischried
083370515;3370515;08;337;Höchenschwand
083370535;3370535;08;337;Hohentengen am Hochrhein
083370595;3370595;08;337;Ibach
083370605;3370605;08;337;Jestetten
083370620;3370620;08;337;Klettgau
083370655;3370655;08;337;Lauchringen
083370660;3370660;08;337;Laufenburg (Baden), Stadt
083370705;3370705;08;337;Lottstetten
083370765;3370765;08;337;Murg
083370905;3370905;08;337;Rickenbach
083370965;3370965;08;337;Bad Säckingen, Stadt
083370975;3370975;08;337;St. Blasien, Stadt
083371060;3371060;08;337;Stühlingen, Stadt
083371085;3371085;08;337;Todtmoos
083371160;3371160;08;337;Wehr, Stadt
083371185;3371185;08;337;Weilheim
083371235;3371235;08;337;Wutöschingen
083371245;3371245;08;337;Eggingen
083371255;3371255;08;337;Küssaberg
083371265;3371265;08;337;Waldshut-Tiengen, Stadt
083371275;3371275;08;337;Wutach
083371285;3371285;08;337;Ühlingen-Birkendorf
084150140;4150140;08;415;Dettingen an der Erms
084150190;4150190;08;415;Eningen unter Achalm
084150275;4150275;08;415;Gomadingen
084150285;4150285;08;415;Grabenstetten
084150295;4150295;08;415;Grafenberg
084150345;4150345;08;415;Hayingen, Stadt
084150395;4150395;08;415;Hülben
084150485;4150485;08;415;Mehrstetten
084150505;4150505;08;415;Metzingen, Stadt
084150535;4150535;08;415;Münsingen, Stadt
084150585;4150585;08;415;Pfronstetten
084150590;4150590;08;415;Pfullingen, Stadt
084150605;4150605;08;415;Pliezhausen
084150610;4150610;08;415;Reutlingen, Stadt
084150625;4150625;08;415;Riederich
084150730;4150730;08;415;Trochtelfingen, Stadt
084150785;4150785;08;415;Bad Urach, Stadt
084150800;4150800;08;415;Wannweil
084150855;4150855;08;415;Zwiefalten
084150875;4150875;08;415;Walddorfhäslach
084150885;4150885;08;415;Römerstein
084150895;4150895;08;415;Engstingen
084150905;4150905;08;415;Hohenstein
084150910;4150910;08;415;Sonnenbühl
084150920;4150920;08;415;Lichtenstein
084150930;4150930;08;415;St. Johann
084159719;4159719;08;415;Gutsbezirk Münsingen, gemeindefreies Gebiet
084160065;4160065;08;416;Bodelshausen
084160090;4160090;08;416;Dettenhausen
084160115;4160115;08;416;Dußlingen
084160155;4160155;08;416;Gomaringen
084160185;4160185;08;416;Hirrlingen
084160220;4160220;08;416;Kirchentellinsfurt
084160230;4160230;08;416;Kusterdingen
084160255;4160255;08;416;Mössingen, Stadt
084160265;4160265;08;416;Nehren
084160315;4160315;08;416;Ofterdingen
084160365;4160365;08;416;Rottenburg am Neckar, Stadt
084160410;4160410;08;416;Tübingen, Universitätsstadt
084160480;4160480;08;416;Ammerbuch
084160495;4160495;08;416;Neustetten
084160505;4160505;08;416;Starzach
084170025;4170025;08;417;Balingen, Stadt
084170085;4170085;08;417;Bisingen
084170105;4170105;08;417;Bitz
084170130;4170130;08;417;Burladingen, Stadt
084170145;4170145;08;417;Dautmergen
084170155;4170155;08;417;Dormettingen
084170165;4170165;08;417;Dotternhausen
084170225;4170225;08;417;Geislingen, Stadt
084170235;4170235;08;417;Grosselfingen
084170250;4170250;08;417;Haigerloch, Stadt
084170295;4170295;08;417;Hausen am Tann
084170315;4170315;08;417;Hechingen, Stadt
084170365;4170365;08;417;Jungingen
084170445;4170445;08;417;Meßstetten, Stadt
084170455;4170455;08;417;Nusplingen
084170475;4170475;08;417;Obernheim
084170515;4170515;08;417;Rangendingen
084170525;4170525;08;417;Ratshausen
084170540;4170540;08;417;Rosenfeld, Stadt
084170575;4170575;08;417;Schömberg, Stadt
084170635;4170635;08;417;Straßberg
084170715;4170715;08;417;Weilen unter den Rinnen
084170755;4170755;08;417;Winterlingen
084170785;4170785;08;417;Zimmern unter der Burg
084170795;4170795;08;417;Albstadt, Stadt
084210000;4210000;08;421;Ulm, Universitätsstadt
084250025;4250025;08;425;Allmendingen
084250045;4250045;08;425;Altheim
084250055;4250055;08;425;Altheim (Alb)
084250085;4250085;08;425;Amstetten
084250115;4250115;08;425;Asselfingen
084250135;4250135;08;425;Ballendorf
084250145;4250145;08;425;Beimerstetten
084250175;4250175;08;425;Berghülen
084250195;4250195;08;425;Bernstadt
084250205;4250205;08;425;Blaubeuren, Stadt
084250225;4250225;08;425;Börslingen
084250245;4250245;08;425;Breitingen
084250285;4250285;08;425;Dietenheim, Stadt
084250315;4250315;08;425;Dornstadt
084250335;4250335;08;425;Ehingen (Donau), Stadt
084250355;4250355;08;425;Emeringen
084250365;4250365;08;425;Emerkingen
084250390;4250390;08;425;Erbach, Stadt
084250505;4250505;08;425;Griesingen
084250525;4250525;08;425;Grundsheim
084250555;4250555;08;425;Hausen am Bussen
084250625;4250625;08;425;Holzkirch
084250645;4250645;08;425;Hüttisheim
084250665;4250665;08;425;Illerrieden
084250715;4250715;08;425;Laichingen, Stadt
084250725;4250725;08;425;Langenau, Stadt
084250735;4250735;08;425;Lauterach
084250755;4250755;08;425;Lonsee
084250795;4250795;08;425;Merklingen
084250815;4250815;08;425;Munderkingen, Stadt
084250835;4250835;08;425;Neenstetten
084250845;4250845;08;425;Nellingen
084250855;4250855;08;425;Nerenstetten
084250885;4250885;08;425;Oberdischingen
084250905;4250905;08;425;Obermarchtal
084250915;4250915;08;425;Oberstadion
084250925;4250925;08;425;Öllingen
084250935;4250935;08;425;Öpfingen
084250975;4250975;08;425;Rammingen
084250985;4250985;08;425;Rechtenstein
084251045;4251045;08;425;Rottenacker
084251080;4251080;08;425;Schelklingen, Stadt
084251105;4251105;08;425;Schnürpflingen
084251125;4251125;08;425;Setzingen
084251235;4251235;08;425;Untermarchtal
084251245;4251245;08;425;Unterstadion
084251255;4251255;08;425;Unterwachingen
084251305;4251305;08;425;Weidenstetten
084251345;4251345;08;425;Westerheim
084251355;4251355;08;425;Westerstetten
084251375;4251375;08;425;Illerkirchberg
084251385;4251385;08;425;Staig
084251395;4251395;08;425;Heroldstatt
084251405;4251405;08;425;Balzheim
084251410;4251410;08;425;Blaustein, Stadt
084260015;4260015;08;426;Achstetten
084260055;4260055;08;426;Alleshausen
084260065;4260065;08;426;Allmannsweiler
084260085;4260085;08;426;Altheim
084260115;4260115;08;426;Attenweiler
084260135;4260135;08;426;Bad Buchau, Stadt
084260145;4260145;08;426;Bad Schussenried, Stadt
084260195;4260195;08;426;Berkheim
084260205;4260205;08;426;Betzenweiler
084260215;4260215;08;426;Biberach an der Riß, Stadt
084260285;4260285;08;426;Burgrieden
084260315;4260315;08;426;Dettingen an der Iller
084260355;4260355;08;426;Dürmentingen
084260365;4260365;08;426;Dürnau
084260385;4260385;08;426;Eberhardzell
084260435;4260435;08;426;Erlenmoos
084260445;4260445;08;426;Erolzheim
084260455;4260455;08;426;Ertingen
084260585;4260585;08;426;Hochdorf
084260625;4260625;08;426;Ingoldingen
084260645;4260645;08;426;Kanzach
084260655;4260655;08;426;Kirchberg an der Iller
084260665;4260665;08;426;Kirchdorf an der Iller
084260675;4260675;08;426;Langenenslingen
084260705;4260705;08;426;Laupheim, Stadt
084260715;4260715;08;426;Maselheim
084260735;4260735;08;426;Mietingen
084260745;4260745;08;426;Mittelbiberach
084260785;4260785;08;426;Moosburg
084260875;4260875;08;426;Ochsenhausen, Stadt
084260905;4260905;08;426;Oggelshausen
084260975;4260975;08;426;Riedlingen, Stadt
084261005;4261005;08;426;Rot an der Rot
084261085;4261085;08;426;Schwendi
084261095;4261095;08;426;Seekirch
084261135;4261135;08;426;Steinhausen an der Rottum
084261175;4261175;08;426;Tannheim
084261185;4261185;08;426;Tiefenbach
084261205;4261205;08;426;Ummendorf
084261215;4261215;08;426;Unlingen
084261245;4261245;08;426;Uttenweiler
084261255;4261255;08;426;Wain
084261285;4261285;08;426;Warthausen
084261340;4261340;08;426;Schemmerhofen
084261355;4261355;08;426;Gutenzell-Hürbel
084350055;4350055;08;435;Bermatingen
084350105;4350105;08;435;Daisendorf
084350135;4350135;08;435;Eriskirch
084350155;4350155;08;435;Frickingen
084350165;4350165;08;435;Friedrichshafen, Stadt
084350185;4350185;08;435;Hagnau am Bodensee
084350205;4350205;08;435;Heiligenberg
084350245;4350245;08;435;Immenstaad am Bodensee
084350295;4350295;08;435;Kressbronn am Bodensee
084350305;4350305;08;435;Langenargen
084350345;4350345;08;435;Markdorf, Stadt
084350350;4350350;08;435;Meckenbeuren
084350365;4350365;08;435;Meersburg, Stadt
084350425;4350425;08;435;Neukirch
084350455;4350455;08;435;Oberteuringen
084350475;4350475;08;435;Owingen
084350525;4350525;08;435;Salem
084350535;4350535;08;435;Sipplingen
084350545;4350545;08;435;Stetten
084350575;4350575;08;435;Tettnang, Stadt
084350595;4350595;08;435;Überlingen, Stadt
084350665;4350665;08;435;Uhldingen-Mühlhofen
084350675;4350675;08;435;Deggenhausertal
084360015;4360015;08;436;Achberg
084360035;4360035;08;436;Aichstetten
084360045;4360045;08;436;Aitrach
084360055;4360055;08;436;Altshausen
084360065;4360065;08;436;Amtzell
084360080;4360080;08;436;Aulendorf, Stadt
084360095;4360095;08;436;Bad Waldsee, Stadt
084360100;4360100;08;436;Bad Wurzach, Stadt
084360115;4360115;08;436;Baienfurt
084360125;4360125;08;436;Baindt
084360135;4360135;08;436;Berg
084360145;4360145;08;436;Bergatreute
084360185;4360185;08;436;Bodnegg
084360195;4360195;08;436;Boms
084360245;4360245;08;436;Ebenweiler
084360275;4360275;08;436;Eichstegen
084360325;4360325;08;436;Fleischwangen
084360395;4360395;08;436;Grünkraut
084360405;4360405;08;436;Guggenhausen
084360475;4360475;08;436;Hoßkirch
084360490;4360490;08;436;Isny im Allgäu, Stadt
084360520;4360520;08;436;Kißlegg
084360535;4360535;08;436;Königseggwald
084360555;4360555;08;436;Leutkirch im Allgäu, Stadt
084360645;4360645;08;436;Ravensburg, Stadt
084360675;4360675;08;436;Riedhausen
084360695;4360695;08;436;Schlier
084360775;4360775;08;436;Unterwaldhausen
084360785;4360785;08;436;Vogt
084360795;4360795;08;436;Waldburg
084360815;4360815;08;436;Wangen im Allgäu, Stadt
084360825;4360825;08;436;Weingarten, Stadt
084360835;4360835;08;436;Wilhelmsdorf
084360855;4360855;08;436;Wolfegg
084360875;4360875;08;436;Wolpertswende
084360935;4360935;08;436;Ebersbach-Musbach
084360940;4360940;08;436;Argenbühl
084360955;4360955;08;436;Horgenzell
084360965;4360965;08;436;Fronreute
084370055;4370055;08;437;Beuron
084370085;4370085;08;437;Bingen
084370315;4370315;08;437;Gammertingen, Stadt
084370445;4370445;08;437;Herbertingen
084370475;4370475;08;437;Hettingen, Stadt
084370535;4370535;08;437;Hohentengen
084370565;4370565;08;437;Illmensee
084370595;4370595;08;437;Inzigkofen
084370655;4370655;08;437;Krauchenwies
084370725;4370725;08;437;Leibertingen
084370765;4370765;08;437;Mengen, Stadt
084370785;4370785;08;437;Meßkirch, Stadt
084370825;4370825;08;437;Neufra
084370860;4370860;08;437;Ostrach
084370885;4370885;08;437;Pfullendorf, Stadt
084371005;4371005;08;437;Bad Saulgau, Stadt
084371015;4371015;08;437;Scheer, Stadt
084371025;4371025;08;437;Schwenningen
084371045;4371045;08;437;Sigmaringen, Stadt
