"gemeinde_kennziffer";"l_untergrenze";"exponierte";"l_zentral";"metrik";"quelle";"kartierungsumfang";"datenquelle";"bundesland_kreis_code";"Bundesland_Code";"Kreis_Code";"Kreis_Name"
"06440004";"65";"212";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440004";"70";"159";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440004";"75";"2";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440004";"50";"384";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440004";"55";"219";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440004";"60";"194";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440004";"65";"9";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440004";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"55";"1969";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"60";"1145";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"65";"487";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"70";"121";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"75";"8";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"50";"1532";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"55";"809";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"60";"211";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"65";"9";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440005";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"55";"92";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"60";"15";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"50";"43";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440006";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"55";"579";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"60";"258";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"65";"212";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"70";"239";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"50";"352";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"55";"219";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"60";"244";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440007";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"55";"1789";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"60";"1057";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"65";"1065";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"70";"1190";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"75";"24";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"50";"1195";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"55";"1082";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"60";"1196";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"65";"148";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440008";"70";"4";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440009";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440010";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440011";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"55";"525";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"60";"277";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"65";"190";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"70";"170";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"75";"1";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"50";"355";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"55";"201";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"60";"179";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"65";"4";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440012";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440013";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"55";"715";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"60";"207";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"65";"69";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"70";"22";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"75";"8";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"50";"450";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"55";"108";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"60";"19";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"65";"18";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440014";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"55";"1416";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"60";"559";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"65";"163";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"70";"146";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"75";"1";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"50";"976";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"55";"315";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"60";"161";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"65";"10";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440015";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"55";"427";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"60";"245";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"65";"221";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"70";"103";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"50";"265";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"55";"226";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"60";"154";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440016";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"55";"191";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"60";"66";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"65";"59";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"70";"79";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"50";"82";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"55";"57";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"60";"87";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440017";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"55";"1157";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"60";"741";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"65";"310";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"70";"211";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"75";"3";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"50";"984";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"55";"511";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"60";"295";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"65";"13";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440018";"70";"1";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"55";"39";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"60";"39";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"65";"30";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"70";"10";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"50";"40";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"55";"25";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"60";"22";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440019";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"55";"206";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"60";"123";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"65";"74";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"70";"91";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"75";"20";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"50";"156";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"55";"91";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"60";"97";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"65";"28";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440020";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"55";"5";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440021";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440022";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"55";"2339";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"60";"1116";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"65";"368";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"70";"68";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"75";"17";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"50";"1838";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"55";"643";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"60";"158";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"65";"24";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440023";"70";"4";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"55";"552";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"60";"199";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"65";"154";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"70";"41";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"50";"324";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"55";"154";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"60";"69";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"65";"1";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440024";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"55";"602";"57";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"60";"194";"62";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"65";"197";"67";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"70";"188";"72";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"50";"266";"52";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"55";"197";"57";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"60";"204";"62";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06440025";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06440";"06";"440";"Wetteraukreis"
"06531001";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531001";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531001";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531001";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531001";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531001";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531001";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531001";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531001";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531001";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531002";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"55";"619";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"60";"200";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"65";"84";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"70";"16";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"50";"411";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"55";"131";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"60";"20";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531003";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531004";"55";"1464";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531004";"60";"415";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531004";"65";"103";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531004";"70";"49";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531004";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531004";"50";"823";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531004";"55";"221";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531004";"60";"55";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531004";"65";"25";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
