"gemeinde_kennziffer";"l_untergrenze";"exponierte";"l_zentral";"metrik";"quelle";"kartierungsumfang";"datenquelle";"bundesland_kreis_code";"Bundesland_Code";"Kreis_Code";"Kreis_Name"
"05512000";"65";"0";"67";"lnight";"Flug";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"70";"0";"72";"lnight";"Flug";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"55";"2300";"57";"lden";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"60";"700";"62";"lden";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"65";"200";"67";"lden";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"70";"0";"72";"lden";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"75";"0";"77";"lden";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"50";"1800";"52";"lnight";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"55";"500";"57";"lnight";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"60";"200";"62";"lnight";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"65";"0";"67";"lnight";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"70";"0";"72";"lnight";"Schiene";"all";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"55";"1400";"57";"lden";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"60";"400";"62";"lden";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"65";"100";"67";"lden";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"70";"0";"72";"lden";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"75";"0";"77";"lden";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"50";"1100";"52";"lnight";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"55";"300";"57";"lnight";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"60";"100";"62";"lnight";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"65";"0";"67";"lnight";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05512000";"70";"0";"72";"lnight";"Schiene";"major";"EEA";"05512";"05";"512";"Bottrop, Stadt"
"05513000";"55";"55500";"57";"lden";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"42100";"62";"lden";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"27800";"67";"lden";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"14200";"72";"lden";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"75";"1500";"77";"lden";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"50";"45900";"52";"lnight";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"30000";"57";"lnight";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"16600";"62";"lnight";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"2800";"67";"lnight";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"0";"72";"lnight";"Straße";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"27000";"57";"lden";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"15200";"62";"lden";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"14200";"67";"lden";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"10200";"72";"lden";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"75";"1200";"77";"lden";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"50";"19500";"52";"lnight";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"15000";"57";"lnight";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"11900";"62";"lnight";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"2500";"67";"lnight";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"0";"72";"lnight";"Straße";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"0";"57";"lden";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"0";"62";"lden";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"0";"67";"lden";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"0";"72";"lden";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"75";"0";"77";"lden";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"50";"0";"52";"lnight";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"0";"57";"lnight";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"0";"62";"lnight";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"0";"67";"lnight";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"0";"72";"lnight";"Flug";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"0";"57";"lden";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"0";"62";"lden";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"0";"67";"lden";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"0";"72";"lden";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"75";"0";"77";"lden";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"50";"0";"52";"lnight";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"0";"57";"lnight";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"0";"62";"lnight";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"0";"67";"lnight";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"0";"72";"lnight";"Flug";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"11000";"57";"lden";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"7700";"62";"lden";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"4600";"67";"lden";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"100";"72";"lden";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"75";"0";"77";"lden";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"50";"9900";"52";"lnight";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"7700";"57";"lnight";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"500";"62";"lnight";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"0";"67";"lnight";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"0";"72";"lnight";"Schiene";"all";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"4500";"57";"lden";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"2200";"62";"lden";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"600";"67";"lden";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"100";"72";"lden";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"75";"0";"77";"lden";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"50";"3700";"52";"lnight";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"55";"1700";"57";"lnight";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"60";"400";"62";"lnight";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"65";"0";"67";"lnight";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05513000";"70";"0";"72";"lnight";"Schiene";"major";"EEA";"05513";"05";"513";"Gelsenkirchen, Stadt"
"05515000";"55";"35400";"57";"lden";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"30100";"62";"lden";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"26200";"67";"lden";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"7500";"72";"lden";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"75";"300";"77";"lden";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"50";"32600";"52";"lnight";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"28000";"57";"lnight";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"9700";"62";"lnight";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"1000";"67";"lnight";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"0";"72";"lnight";"Straße";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"19400";"57";"lden";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"11400";"62";"lden";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"9900";"67";"lden";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"3500";"72";"lden";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"75";"0";"77";"lden";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"50";"14000";"52";"lnight";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"10700";"57";"lnight";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"4600";"62";"lnight";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"300";"67";"lnight";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"0";"72";"lnight";"Straße";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"0";"57";"lden";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"0";"62";"lden";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"0";"67";"lden";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"0";"72";"lden";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"75";"0";"77";"lden";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"50";"0";"52";"lnight";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"0";"57";"lnight";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"0";"62";"lnight";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"0";"67";"lnight";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"0";"72";"lnight";"Flug";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"0";"57";"lden";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"0";"62";"lden";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"0";"67";"lden";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"0";"72";"lden";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"75";"0";"77";"lden";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"50";"0";"52";"lnight";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"0";"57";"lnight";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"0";"62";"lnight";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"0";"67";"lnight";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"0";"72";"lnight";"Flug";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"8200";"57";"lden";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"4500";"62";"lden";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"2100";"67";"lden";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"200";"72";"lden";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"75";"0";"77";"lden";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"50";"6900";"52";"lnight";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"3300";"57";"lnight";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"1400";"62";"lnight";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"100";"67";"lnight";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"0";"72";"lnight";"Schiene";"all";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"5400";"57";"lden";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"3200";"62";"lden";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"2000";"67";"lden";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"200";"72";"lden";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"75";"0";"77";"lden";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"50";"4500";"52";"lnight";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"55";"2600";"57";"lnight";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"60";"1300";"62";"lnight";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"65";"100";"67";"lnight";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05515000";"70";"0";"72";"lnight";"Schiene";"major";"EEA";"05515";"05";"515";"Münster, Stadt"
"05562032";"55";"23900";"57";"lden";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"13700";"62";"lden";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"11900";"67";"lden";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"7500";"72";"lden";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"75";"2300";"77";"lden";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"50";"19300";"52";"lnight";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"13100";"57";"lnight";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"10300";"62";"lnight";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"3600";"67";"lnight";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lnight";"Straße";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"23500";"57";"lden";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"12500";"62";"lden";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"7600";"67";"lden";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"5000";"72";"lden";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"75";"2200";"77";"lden";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"50";"18500";"52";"lnight";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"10100";"57";"lnight";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"6200";"62";"lnight";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"3200";"67";"lnight";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lnight";"Straße";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"0";"57";"lden";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"0";"62";"lden";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"0";"67";"lden";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lden";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"75";"0";"77";"lden";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"50";"0";"52";"lnight";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"0";"57";"lnight";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"0";"62";"lnight";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"0";"67";"lnight";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lnight";"Flug";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"0";"57";"lden";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"0";"62";"lden";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"0";"67";"lden";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lden";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"75";"0";"77";"lden";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"50";"0";"52";"lnight";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"0";"57";"lnight";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"0";"62";"lnight";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"0";"67";"lnight";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lnight";"Flug";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"3000";"57";"lden";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"1300";"62";"lden";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"600";"67";"lden";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lden";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"75";"0";"77";"lden";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"50";"2500";"52";"lnight";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"1000";"57";"lnight";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"500";"62";"lnight";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"0";"67";"lnight";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lnight";"Schiene";"all";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"2000";"57";"lden";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"900";"62";"lden";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"500";"67";"lden";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lden";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"75";"0";"77";"lden";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"50";"1700";"52";"lnight";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"55";"800";"57";"lnight";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"60";"400";"62";"lnight";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"65";"0";"67";"lnight";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05562032";"70";"0";"72";"lnight";"Schiene";"major";"EEA";"05562";"05";"562";"Recklinghausen"
"05711000";"55";"74700";"57";"lden";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"55700";"62";"lden";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"33200";"67";"lden";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"70";"12200";"72";"lden";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"75";"400";"77";"lden";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"50";"65500";"52";"lnight";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"55";"38400";"57";"lnight";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"15300";"62";"lnight";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"1100";"67";"lnight";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"70";"0";"72";"lnight";"Straße";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"55";"45200";"57";"lden";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"19800";"62";"lden";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"12900";"67";"lden";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"70";"6400";"72";"lden";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"75";"400";"77";"lden";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"50";"30900";"52";"lnight";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"55";"15800";"57";"lnight";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"8200";"62";"lnight";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"800";"67";"lnight";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"70";"0";"72";"lnight";"Straße";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"55";"0";"57";"lden";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"0";"62";"lden";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"0";"67";"lden";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"70";"0";"72";"lden";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"75";"0";"77";"lden";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"50";"0";"52";"lnight";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"55";"0";"57";"lnight";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"0";"62";"lnight";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"0";"67";"lnight";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"70";"0";"72";"lnight";"Flug";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"55";"0";"57";"lden";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"0";"62";"lden";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"0";"67";"lden";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"70";"0";"72";"lden";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"75";"0";"77";"lden";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"50";"0";"52";"lnight";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"55";"0";"57";"lnight";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"0";"62";"lnight";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"0";"67";"lnight";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"70";"0";"72";"lnight";"Flug";"major";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"55";"8900";"57";"lden";"Schiene";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"5800";"62";"lden";"Schiene";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"4000";"67";"lden";"Schiene";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"70";"2500";"72";"lden";"Schiene";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"75";"0";"77";"lden";"Schiene";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"50";"7600";"52";"lnight";"Schiene";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"55";"4900";"57";"lnight";"Schiene";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"60";"3400";"62";"lnight";"Schiene";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
"05711000";"65";"1000";"67";"lnight";"Schiene";"all";"EEA";"05711";"05";"711";"Bielefeld, Stadt"
