"gemeinde_kennziffer";"name_stadt_gemeinde";"geoschluessel_stellen";"metrik";"l_untergrenze";"exponierte";"l_zentral";"bundesland_code";"quelle";"kartierungsumfang";"datenquelle";"gemeinde_bezeichnung";"gemeinde_kennzeichnung";"bevoelkerung";"flaeche"
"08115003";"Böblingen";"7";"lden";"65";"411";"67";"08";"Straße";"major";"Bundesland";"Böblingen, Stadt";"große Kreisstadt";"51483";"3904"
"08115003";"Böblingen";"7";"lden";"70";"123";"72";"08";"Straße";"major";"Bundesland";"Böblingen, Stadt";"große Kreisstadt";"51483";"3904"
"08115003";"Böblingen";"7";"lden";"75";"1";"77";"08";"Straße";"major";"Bundesland";"Böblingen, Stadt";"große Kreisstadt";"51483";"3904"
"08115003";"Böblingen";"7";"lnight";"50";"3899";"52";"08";"Straße";"major";"Bundesland";"Böblingen, Stadt";"große Kreisstadt";"51483";"3904"
"08115003";"Böblingen";"7";"lnight";"55";"782";"57";"08";"Straße";"major";"Bundesland";"Böblingen, Stadt";"große Kreisstadt";"51483";"3904"
"08115003";"Böblingen";"7";"lnight";"60";"130";"62";"08";"Straße";"major";"Bundesland";"Böblingen, Stadt";"große Kreisstadt";"51483";"3904"
"08115003";"Böblingen";"7";"lnight";"65";"3";"67";"08";"Straße";"major";"Bundesland";"Böblingen, Stadt";"große Kreisstadt";"51483";"3904"
"08115003";"Böblingen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Böblingen, Stadt";"große Kreisstadt";"51483";"3904"
"08416006";"Bodelshausen";"7";"lden";"55";"203";"57";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08416006";"Bodelshausen";"7";"lden";"60";"66";"62";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08416006";"Bodelshausen";"7";"lden";"65";"95";"67";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08416006";"Bodelshausen";"7";"lden";"70";"12";"72";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08416006";"Bodelshausen";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08416006";"Bodelshausen";"7";"lnight";"50";"78";"52";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08416006";"Bodelshausen";"7";"lnight";"55";"104";"57";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08416006";"Bodelshausen";"7";"lnight";"60";"14";"62";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08416006";"Bodelshausen";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08416006";"Bodelshausen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bodelshausen";"Kreisangehörige Gemeinde";"5805";"1383"
"08335098";"Bodman-Ludwigshafen";"7";"lden";"55";"167";"57";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08335098";"Bodman-Ludwigshafen";"7";"lden";"60";"70";"62";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08335098";"Bodman-Ludwigshafen";"7";"lden";"65";"47";"67";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08335098";"Bodman-Ludwigshafen";"7";"lden";"70";"34";"72";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08335098";"Bodman-Ludwigshafen";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08335098";"Bodman-Ludwigshafen";"7";"lnight";"50";"73";"52";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08335098";"Bodman-Ludwigshafen";"7";"lnight";"55";"52";"57";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08335098";"Bodman-Ludwigshafen";"7";"lnight";"60";"29";"62";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08335098";"Bodman-Ludwigshafen";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08335098";"Bodman-Ludwigshafen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bodman-Ludwigshafen";"Kreisangehörige Gemeinde";"4838";"2808"
"08436018";"Bodnegg";"7";"lden";"55";"77";"57";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08436018";"Bodnegg";"7";"lden";"60";"34";"62";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08436018";"Bodnegg";"7";"lden";"65";"25";"67";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08436018";"Bodnegg";"7";"lden";"70";"12";"72";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08436018";"Bodnegg";"7";"lden";"75";"4";"77";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08436018";"Bodnegg";"7";"lnight";"50";"43";"52";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08436018";"Bodnegg";"7";"lnight";"55";"27";"57";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08436018";"Bodnegg";"7";"lnight";"60";"12";"62";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08436018";"Bodnegg";"7";"lnight";"65";"4";"67";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08436018";"Bodnegg";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bodnegg";"Kreisangehörige Gemeinde";"3235";"2457"
"08117010";"Böhmenkirch";"7";"lden";"55";"66";"57";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08117010";"Böhmenkirch";"7";"lden";"60";"33";"62";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08117010";"Böhmenkirch";"7";"lden";"65";"60";"67";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08117010";"Böhmenkirch";"7";"lden";"70";"64";"72";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08117010";"Böhmenkirch";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08117010";"Böhmenkirch";"7";"lnight";"50";"43";"52";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08117010";"Böhmenkirch";"7";"lnight";"55";"48";"57";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08117010";"Böhmenkirch";"7";"lnight";"60";"83";"62";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08117010";"Böhmenkirch";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08117010";"Böhmenkirch";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Böhmenkirch";"Kreisangehörige Gemeinde";"5684";"5108"
"08436019";"Boms";"7";"lden";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08436019";"Boms";"7";"lden";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08436019";"Boms";"7";"lden";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08436019";"Boms";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08436019";"Boms";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08436019";"Boms";"7";"lnight";"50";"0";"52";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08436019";"Boms";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08436019";"Boms";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08436019";"Boms";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08436019";"Boms";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Boms";"Kreisangehörige Gemeinde";"717";"955"
"08115004";"Bondorf";"7";"lden";"55";"161";"57";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08115004";"Bondorf";"7";"lden";"60";"20";"62";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08115004";"Bondorf";"7";"lden";"65";"3";"67";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08115004";"Bondorf";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08115004";"Bondorf";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08115004";"Bondorf";"7";"lnight";"50";"22";"52";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08115004";"Bondorf";"7";"lnight";"55";"13";"57";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08115004";"Bondorf";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08115004";"Bondorf";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08115004";"Bondorf";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bondorf";"Kreisangehörige Gemeinde";"6230";"1754"
"08118010";"Bönnigheim";"7";"lden";"55";"234";"57";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08118010";"Bönnigheim";"7";"lden";"60";"170";"62";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08118010";"Bönnigheim";"7";"lden";"65";"217";"67";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08118010";"Bönnigheim";"7";"lden";"70";"227";"72";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08118010";"Bönnigheim";"7";"lden";"75";"6";"77";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08118010";"Bönnigheim";"7";"lnight";"50";"176";"52";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08118010";"Bönnigheim";"7";"lnight";"55";"213";"57";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08118010";"Bönnigheim";"7";"lnight";"60";"245";"62";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08118010";"Bönnigheim";"7";"lnight";"65";"16";"67";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08118010";"Bönnigheim";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bönnigheim, Stadt";"Stadt";"8123";"2013"
"08136010";"Bopfingen";"7";"lden";"55";"510";"57";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08136010";"Bopfingen";"7";"lden";"60";"224";"62";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08136010";"Bopfingen";"7";"lden";"65";"283";"67";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08136010";"Bopfingen";"7";"lden";"70";"114";"72";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08136010";"Bopfingen";"7";"lden";"75";"9";"77";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08136010";"Bopfingen";"7";"lnight";"50";"290";"52";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08136010";"Bopfingen";"7";"lnight";"55";"267";"57";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08136010";"Bopfingen";"7";"lnight";"60";"192";"62";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08136010";"Bopfingen";"7";"lnight";"65";"20";"67";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08136010";"Bopfingen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bopfingen, Stadt";"Stadt";"11560";"7696"
"08425022";"Börslingen";"7";"lden";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08425022";"Börslingen";"7";"lden";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08425022";"Börslingen";"7";"lden";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08425022";"Börslingen";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08425022";"Börslingen";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08425022";"Börslingen";"7";"lnight";"50";"0";"52";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08425022";"Börslingen";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08425022";"Börslingen";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08425022";"Börslingen";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08425022";"Börslingen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Börslingen";"Kreisangehörige Gemeinde";"168";"628"
"08117011";"Börtlingen";"7";"lden";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08117011";"Börtlingen";"7";"lden";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08117011";"Börtlingen";"7";"lden";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08117011";"Börtlingen";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08117011";"Börtlingen";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08117011";"Börtlingen";"7";"lnight";"50";"0";"52";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08117011";"Börtlingen";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08117011";"Börtlingen";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08117011";"Börtlingen";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08117011";"Börtlingen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Börtlingen";"Kreisangehörige Gemeinde";"1709";"826"
"08325009";"Bösingen";"7";"lden";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08325009";"Bösingen";"7";"lden";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08325009";"Bösingen";"7";"lden";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08325009";"Bösingen";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08325009";"Bösingen";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08325009";"Bösingen";"7";"lnight";"50";"0";"52";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08325009";"Bösingen";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08325009";"Bösingen";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08325009";"Bösingen";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08325009";"Bösingen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bösingen";"Kreisangehörige Gemeinde";"3428";"2245"
"08128014";"Boxberg";"7";"lden";"55";"7";"57";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08128014";"Boxberg";"7";"lden";"60";"6";"62";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08128014";"Boxberg";"7";"lden";"65";"1";"67";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08128014";"Boxberg";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08128014";"Boxberg";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08128014";"Boxberg";"7";"lnight";"50";"8";"52";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08128014";"Boxberg";"7";"lnight";"55";"4";"57";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08128014";"Boxberg";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08128014";"Boxberg";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08128014";"Boxberg";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Boxberg, Stadt";"Stadt";"6709";"10171"
"08125013";"Brackenheim";"7";"lden";"55";"532";"57";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08125013";"Brackenheim";"7";"lden";"60";"335";"62";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08125013";"Brackenheim";"7";"lden";"65";"387";"67";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08125013";"Brackenheim";"7";"lden";"70";"248";"72";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08125013";"Brackenheim";"7";"lden";"75";"2";"77";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08125013";"Brackenheim";"7";"lnight";"50";"357";"52";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08125013";"Brackenheim";"7";"lnight";"55";"405";"57";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08125013";"Brackenheim";"7";"lnight";"60";"261";"62";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08125013";"Brackenheim";"7";"lnight";"65";"2";"67";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08125013";"Brackenheim";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Brackenheim, Stadt";"Stadt";"16774";"4575"
"08326006";"Bräunlingen";"7";"lden";"55";"34";"57";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08326006";"Bräunlingen";"7";"lden";"60";"2";"62";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08326006";"Bräunlingen";"7";"lden";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08326006";"Bräunlingen";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08326006";"Bräunlingen";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08326006";"Bräunlingen";"7";"lnight";"50";"4";"52";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08326006";"Bräunlingen";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08326006";"Bräunlingen";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08326006";"Bräunlingen";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08326006";"Bräunlingen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Bräunlingen, Stadt";"Stadt";"5784";"6214"
"08127009";"Braunsbach";"7";"lden";"55";"53";"57";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08127009";"Braunsbach";"7";"lden";"60";"31";"62";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08127009";"Braunsbach";"7";"lden";"65";"33";"67";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08127009";"Braunsbach";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08127009";"Braunsbach";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08127009";"Braunsbach";"7";"lnight";"50";"58";"52";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08127009";"Braunsbach";"7";"lnight";"55";"26";"57";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08127009";"Braunsbach";"7";"lnight";"60";"20";"62";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08127009";"Braunsbach";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08127009";"Braunsbach";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Braunsbach";"Kreisangehörige Gemeinde";"2472";"5287"
"08315015";"Breisach am Rhein";"7";"lden";"55";"255";"57";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08315015";"Breisach am Rhein";"7";"lden";"60";"104";"62";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08315015";"Breisach am Rhein";"7";"lden";"65";"20";"67";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08315015";"Breisach am Rhein";"7";"lden";"70";"1";"72";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08315015";"Breisach am Rhein";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08315015";"Breisach am Rhein";"7";"lnight";"50";"128";"52";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08315015";"Breisach am Rhein";"7";"lnight";"55";"21";"57";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08315015";"Breisach am Rhein";"7";"lnight";"60";"1";"62";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08315015";"Breisach am Rhein";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08315015";"Breisach am Rhein";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Breisach am Rhein, Stadt";"Stadt";"16487";"5459"
"08425024";"Breitingen";"7";"lden";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Breitingen";"Kreisangehörige Gemeinde";"354";"289"
"08425024";"Breitingen";"7";"lden";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Breitingen";"Kreisangehörige Gemeinde";"354";"289"
"08425024";"Breitingen";"7";"lden";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Breitingen";"Kreisangehörige Gemeinde";"354";"289"
"08425024";"Breitingen";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Breitingen";"Kreisangehörige Gemeinde";"354";"289"
"08425024";"Breitingen";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Breitingen";"Kreisangehörige Gemeinde";"354";"289"
"08425024";"Breitingen";"7";"lnight";"50";"0";"52";"08";"Straße";"major";"Bundesland";"Breitingen";"Kreisangehörige Gemeinde";"354";"289"
"08425024";"Breitingen";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Breitingen";"Kreisangehörige Gemeinde";"354";"289"
