"gemeinde_kennziffer";"name_stadt_gemeinde";"geoschluessel_stellen";"metrik";"l_untergrenze";"exponierte";"l_zentral";"bundesland_code";"quelle";"kartierungsumfang";"datenquelle";"gemeinde_bezeichnung";"gemeinde_kennzeichnung";"bevoelkerung";"flaeche"
"08425073";"Lauterach";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lauterach";"Kreisangehörige Gemeinde";"586";"1376"
"08425073";"Lauterach";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Lauterach";"Kreisangehörige Gemeinde";"586";"1376"
"08425073";"Lauterach";"7";"lnight";"50";"0";"52";"08";"Straße";"major";"Bundesland";"Lauterach";"Kreisangehörige Gemeinde";"586";"1376"
"08425073";"Lauterach";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Lauterach";"Kreisangehörige Gemeinde";"586";"1376"
"08425073";"Lauterach";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Lauterach";"Kreisangehörige Gemeinde";"586";"1376"
"08425073";"Lauterach";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Lauterach";"Kreisangehörige Gemeinde";"586";"1376"
"08425073";"Lauterach";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lauterach";"Kreisangehörige Gemeinde";"586";"1376"
"08117061";"Lauterstein";"7";"lden";"55";"291";"57";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08117061";"Lauterstein";"7";"lden";"60";"144";"62";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08117061";"Lauterstein";"7";"lden";"65";"99";"67";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08117061";"Lauterstein";"7";"lden";"70";"96";"72";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08117061";"Lauterstein";"7";"lden";"75";"2";"77";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08117061";"Lauterstein";"7";"lnight";"50";"164";"52";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08117061";"Lauterstein";"7";"lnight";"55";"105";"57";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08117061";"Lauterstein";"7";"lnight";"60";"113";"62";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08117061";"Lauterstein";"7";"lnight";"65";"10";"67";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08117061";"Lauterstein";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lauterstein, Stadt";"Stadt";"2558";"2331"
"08125057";"Lehrensteinsfeld";"7";"lden";"55";"919";"57";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08125057";"Lehrensteinsfeld";"7";"lden";"60";"55";"62";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08125057";"Lehrensteinsfeld";"7";"lden";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08125057";"Lehrensteinsfeld";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08125057";"Lehrensteinsfeld";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08125057";"Lehrensteinsfeld";"7";"lnight";"50";"352";"52";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08125057";"Lehrensteinsfeld";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08125057";"Lehrensteinsfeld";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08125057";"Lehrensteinsfeld";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08125057";"Lehrensteinsfeld";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lehrensteinsfeld";"Kreisangehörige Gemeinde";"2758";"622"
"08226041";"Leimen";"7";"lden";"55";"5441";"57";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08226041";"Leimen";"7";"lden";"60";"1517";"62";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08226041";"Leimen";"7";"lden";"65";"678";"67";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08226041";"Leimen";"7";"lden";"70";"292";"72";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08226041";"Leimen";"7";"lden";"75";"4";"77";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08226041";"Leimen";"7";"lnight";"50";"2087";"52";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08226041";"Leimen";"7";"lnight";"55";"741";"57";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08226041";"Leimen";"7";"lnight";"60";"379";"62";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08226041";"Leimen";"7";"lnight";"65";"5";"67";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08226041";"Leimen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Leimen, Stadt";"große Kreisstadt";"26873";"2064"
"08116078";"Leinfelden-Echterdingen";"7";"lden";"55";"8705";"57";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08116078";"Leinfelden-Echterdingen";"7";"lden";"60";"3898";"62";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08116078";"Leinfelden-Echterdingen";"7";"lden";"65";"1974";"67";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08116078";"Leinfelden-Echterdingen";"7";"lden";"70";"1249";"72";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08116078";"Leinfelden-Echterdingen";"7";"lden";"75";"187";"77";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08116078";"Leinfelden-Echterdingen";"7";"lnight";"50";"5719";"52";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08116078";"Leinfelden-Echterdingen";"7";"lnight";"55";"2969";"57";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08116078";"Leinfelden-Echterdingen";"7";"lnight";"60";"1558";"62";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08116078";"Leinfelden-Echterdingen";"7";"lnight";"65";"260";"67";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08116078";"Leinfelden-Echterdingen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Leinfelden-Echterdingen, Stadt";"große Kreisstadt";"41185";"2989"
"08125058";"Leingarten";"7";"lden";"55";"1377";"57";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08125058";"Leingarten";"7";"lden";"60";"523";"62";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08125058";"Leingarten";"7";"lden";"65";"460";"67";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08125058";"Leingarten";"7";"lden";"70";"271";"72";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08125058";"Leingarten";"7";"lden";"75";"2";"77";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08125058";"Leingarten";"7";"lnight";"50";"711";"52";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08125058";"Leingarten";"7";"lnight";"55";"481";"57";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08125058";"Leingarten";"7";"lnight";"60";"296";"62";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08125058";"Leingarten";"7";"lnight";"65";"17";"67";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08125058";"Leingarten";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Leingarten, Stadt";"Stadt";"11637";"2347"
"08315068";"Lenzkirch";"7";"lden";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08315068";"Lenzkirch";"7";"lden";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08315068";"Lenzkirch";"7";"lden";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08315068";"Lenzkirch";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08315068";"Lenzkirch";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08315068";"Lenzkirch";"7";"lnight";"50";"0";"52";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08315068";"Lenzkirch";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08315068";"Lenzkirch";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08315068";"Lenzkirch";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08315068";"Lenzkirch";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lenzkirch";"Kreisangehörige Gemeinde";"5201";"5792"
"08115028";"Leonberg";"7";"lden";"55";"10519";"57";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08115028";"Leonberg";"7";"lden";"60";"4715";"62";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08115028";"Leonberg";"7";"lden";"65";"1241";"67";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08115028";"Leonberg";"7";"lden";"70";"323";"72";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08115028";"Leonberg";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08115028";"Leonberg";"7";"lnight";"50";"8230";"52";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08115028";"Leonberg";"7";"lnight";"55";"2365";"57";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08115028";"Leonberg";"7";"lnight";"60";"396";"62";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08115028";"Leonberg";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08115028";"Leonberg";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Leonberg, Stadt";"große Kreisstadt";"49480";"4873"
"08119042";"Leutenbach";"7";"lden";"55";"684";"57";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08119042";"Leutenbach";"7";"lden";"60";"128";"62";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08119042";"Leutenbach";"7";"lden";"65";"7";"67";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08119042";"Leutenbach";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08119042";"Leutenbach";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08119042";"Leutenbach";"7";"lnight";"50";"232";"52";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08119042";"Leutenbach";"7";"lnight";"55";"19";"57";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08119042";"Leutenbach";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08119042";"Leutenbach";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08119042";"Leutenbach";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Leutenbach";"Kreisangehörige Gemeinde";"12093";"1473"
"08436055";"Leutkirch im Allgäu";"7";"lden";"55";"1409";"57";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08436055";"Leutkirch im Allgäu";"7";"lden";"60";"635";"62";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08436055";"Leutkirch im Allgäu";"7";"lden";"65";"497";"67";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08436055";"Leutkirch im Allgäu";"7";"lden";"70";"345";"72";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08436055";"Leutkirch im Allgäu";"7";"lden";"75";"7";"77";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08436055";"Leutkirch im Allgäu";"7";"lnight";"50";"802";"52";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08436055";"Leutkirch im Allgäu";"7";"lnight";"55";"514";"57";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08436055";"Leutkirch im Allgäu";"7";"lnight";"60";"387";"62";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08436055";"Leutkirch im Allgäu";"7";"lnight";"65";"11";"67";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08436055";"Leutkirch im Allgäu";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Leutkirch im Allgäu, Stadt";"große Kreisstadt";"24226";"17497"
"08216028";"Lichtenau";"7";"lden";"55";"153";"57";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08216028";"Lichtenau";"7";"lden";"60";"124";"62";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08216028";"Lichtenau";"7";"lden";"65";"195";"67";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08216028";"Lichtenau";"7";"lden";"70";"204";"72";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08216028";"Lichtenau";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08216028";"Lichtenau";"7";"lnight";"50";"119";"52";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08216028";"Lichtenau";"7";"lnight";"55";"203";"57";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08216028";"Lichtenau";"7";"lnight";"60";"216";"62";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08216028";"Lichtenau";"7";"lnight";"65";"2";"67";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08216028";"Lichtenau";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lichtenau, Stadt";"Stadt";"5015";"2762"
"08415092";"Lichtenstein";"7";"lden";"55";"1075";"57";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08415092";"Lichtenstein";"7";"lden";"60";"568";"62";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08415092";"Lichtenstein";"7";"lden";"65";"594";"67";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08415092";"Lichtenstein";"7";"lden";"70";"551";"72";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08415092";"Lichtenstein";"7";"lden";"75";"50";"77";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08415092";"Lichtenstein";"7";"lnight";"50";"660";"52";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08415092";"Lichtenstein";"7";"lnight";"55";"563";"57";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08415092";"Lichtenstein";"7";"lnight";"60";"474";"62";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08415092";"Lichtenstein";"7";"lnight";"65";"315";"67";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08415092";"Lichtenstein";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lichtenstein";"Kreisangehörige Gemeinde";"9191";"3424"
"08215105";"Linkenheim-Hochstetten";"7";"lden";"55";"166";"57";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08215105";"Linkenheim-Hochstetten";"7";"lden";"60";"4";"62";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08215105";"Linkenheim-Hochstetten";"7";"lden";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08215105";"Linkenheim-Hochstetten";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08215105";"Linkenheim-Hochstetten";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08215105";"Linkenheim-Hochstetten";"7";"lnight";"50";"45";"52";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08215105";"Linkenheim-Hochstetten";"7";"lnight";"55";"0";"57";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08215105";"Linkenheim-Hochstetten";"7";"lnight";"60";"0";"62";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08215105";"Linkenheim-Hochstetten";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08215105";"Linkenheim-Hochstetten";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Linkenheim-Hochstetten";"Kreisangehörige Gemeinde";"12484";"2360"
"08118047";"Löchgau";"7";"lden";"55";"47";"57";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08118047";"Löchgau";"7";"lden";"60";"11";"62";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08118047";"Löchgau";"7";"lden";"65";"7";"67";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08118047";"Löchgau";"7";"lden";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08118047";"Löchgau";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08118047";"Löchgau";"7";"lnight";"50";"22";"52";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08118047";"Löchgau";"7";"lnight";"55";"6";"57";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08118047";"Löchgau";"7";"lnight";"60";"1";"62";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08118047";"Löchgau";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08118047";"Löchgau";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Löchgau";"Kreisangehörige Gemeinde";"5778";"1095"
"08315070";"Löffingen";"7";"lden";"55";"453";"57";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08315070";"Löffingen";"7";"lden";"60";"75";"62";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08315070";"Löffingen";"7";"lden";"65";"10";"67";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08315070";"Löffingen";"7";"lden";"70";"7";"72";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08315070";"Löffingen";"7";"lden";"75";"0";"77";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08315070";"Löffingen";"7";"lnight";"50";"185";"52";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08315070";"Löffingen";"7";"lnight";"55";"13";"57";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08315070";"Löffingen";"7";"lnight";"60";"9";"62";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08315070";"Löffingen";"7";"lnight";"65";"0";"67";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08315070";"Löffingen";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Löffingen, Stadt";"Stadt";"7692";"8802"
"08425075";"Lonsee";"7";"lden";"55";"61";"57";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08425075";"Lonsee";"7";"lden";"60";"24";"62";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08425075";"Lonsee";"7";"lden";"65";"52";"67";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08425075";"Lonsee";"7";"lden";"70";"70";"72";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08425075";"Lonsee";"7";"lden";"75";"18";"77";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08425075";"Lonsee";"7";"lnight";"50";"26";"52";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08425075";"Lonsee";"7";"lnight";"55";"43";"57";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08425075";"Lonsee";"7";"lnight";"60";"79";"62";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08425075";"Lonsee";"7";"lnight";"65";"26";"67";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08425075";"Lonsee";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lonsee";"Kreisangehörige Gemeinde";"5170";"4332"
"08136042";"Lorch";"7";"lden";"55";"2620";"57";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08136042";"Lorch";"7";"lden";"60";"742";"62";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08136042";"Lorch";"7";"lden";"65";"170";"67";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08136042";"Lorch";"7";"lden";"70";"35";"72";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08136042";"Lorch";"7";"lden";"75";"7";"77";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08136042";"Lorch";"7";"lnight";"50";"1296";"52";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08136042";"Lorch";"7";"lnight";"55";"287";"57";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08136042";"Lorch";"7";"lnight";"60";"50";"62";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08136042";"Lorch";"7";"lnight";"65";"17";"67";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08136042";"Lorch";"7";"lnight";"70";"0";"72";"08";"Straße";"major";"Bundesland";"Lorch, Stadt";"Stadt";"10806";"3428"
"08336050";"Lörrach";"7";"lden";"55";"5651";"57";"08";"Straße";"major";"Bundesland";"Lörrach, Stadt";"große Kreisstadt";"51349";"3937"
"08336050";"Lörrach";"7";"lden";"60";"1372";"62";"08";"Straße";"major";"Bundesland";"Lörrach, Stadt";"große Kreisstadt";"51349";"3937"
"08336050";"Lörrach";"7";"lden";"65";"765";"67";"08";"Straße";"major";"Bundesland";"Lörrach, Stadt";"große Kreisstadt";"51349";"3937"
"08336050";"Lörrach";"7";"lden";"70";"638";"72";"08";"Straße";"major";"Bundesland";"Lörrach, Stadt";"große Kreisstadt";"51349";"3937"
